username,user_metrics,location,text,created_at,id,lang,metrics,republican,clean_text,sentiment,,,,
worldnews_guru,"{'followers_count': 4253, 'following_count': 1, 'tweet_count': 372128, 'listed_count': 8}",,Battered Republican Syndrome – The First Step Toward Escape is to Admit You're Being Abused https://t.co/5ZrnlClSRG #politics,2023-02-03 20:53:42+00:00,22529,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",TRUE,batter republican syndrome   the first step toward escape be to admit you be be abuse   ,['positive'],,,,
JulioIz74871251,"{'followers_count': 18, 'following_count': 168, 'tweet_count': 2342, 'listed_count': 0}",,@RepJeffries The Extreme MAGA Republican majority in the House has done more to make life better for everyday Americans.,2023-02-03 20:53:40+00:00,74085,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",TRUE,  the extreme maga republican majority in the house have do more to make life well for everyday americans ,['positive'],,,,
JOHNJAC16241778,"{'followers_count': 2, 'following_count': 35, 'tweet_count': 642, 'listed_count': 0}",,@JRobFromMN MAGA VOTERS WILL NOT SUPPORT REPUBLICAN CANDIDATES EITHER.,2023-02-03 20:53:40+00:00,68995,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",TRUE,  maga voter will not support republican candidate either ,['positive'],,,,
cogburn_h,"{'followers_count': 295, 'following_count': 449, 'tweet_count': 8511, 'listed_count': 2}",Missouri,FBI Director subpoenaed over targeting school board meeting parents https://t.co/iSh0MBsdf6 @MailOnline,2023-02-03 20:53:40+00:00,26784,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",TRUE,fbi director subpoena over target school board meeting parent   ,['negative'],,,,
lvirish126,"{'followers_count': 12, 'following_count': 54, 'tweet_count': 4653, 'listed_count': 0}",,@laurenboebert Why aren't Republicans raising hello about the 20yr ban on mining in Minnesota just put in place last Sunday!  This only helps China!  It's time to play hardball with this moronic admin bending to China!,2023-02-03 20:53:38+00:00,84936,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 2}",TRUE,  why be not republicans raise hello about the yr ban on mining in minnesota just put in place last sunday   this only help china   it time to play hardball with this moronic admin bending to china ,['negative'],,,,
DunesDusty,"{'followers_count': 46, 'following_count': 173, 'tweet_count': 10537, 'listed_count': 5}",,@RonFilipkowski Republicans dont ask about this,2023-02-03 20:53:36+00:00,37825,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 13}",TRUE,  republicans do not ask about this ,['negative'],,,,
tsio_man,"{'followers_count': 5, 'following_count': 50, 'tweet_count': 33, 'listed_count': 0}",,@subarna_awasthi One current Republican cause.,2023-02-03 20:53:36+00:00,15776,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",TRUE,  one current republican cause ,['negative'],,,,
Maitlandshooter,"{'followers_count': 26, 'following_count': 139, 'tweet_count': 245, 'listed_count': 1}",,@WhiteHouse Republicans getting backhanders from the drug companies again. They don't give a damn for anything apart from their bank balances.,2023-02-03 20:53:35+00:00,27170,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",TRUE,  republicans get backhander from the drug company again they do not give a damn for anything apart from their bank balance ,['negative'],,,,
stmdc,"{'followers_count': 661, 'following_count': 240, 'tweet_count': 17020, 'listed_count': 42}",,"The way some Republicans are freaking out over a balloon, you’d think it was wearing clothing not consistent with the gender assigned to it at launch.",2023-02-03 20:53:34+00:00,46272,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 4}",TRUE,the way some republicans be freak out over a balloon you d think it be wear clothing not consistent with the gender assign to it at launch ,['negative'],,,,
ScotchBonnet14,"{'followers_count': 15, 'following_count': 109, 'tweet_count': 883, 'listed_count': 0}",,"@laurenboebert Yeah, china abandoned satellite technology to go all in on balloons.  God, are all republicans as stupid as you?",2023-02-03 20:53:34+00:00,3522,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 2}",TRUE,  yeah china abandon satellite technology to go all in on balloon   god be all republicans as stupid as you ,['negative'],,,,
crazy6cat2lady,"{'followers_count': 199, 'following_count': 225, 'tweet_count': 49, 'listed_count': 0}",Texas,"@AdamKinzinger 1. Connect Republican Delay raising the  DEBT CEILING to jeopardizing our recovering economy (job growth..) OFFENSE that puts a radical House Rs on DEFENSE! 2. Call out Rs (eg Sen. Scott) for extreme, dangerous war advocating (China) statements.",2023-02-03 20:53:32+00:00,27936,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",TRUE,   connect republican delay raise the   debt ceiling to jeopardize our recover economy job growth offense that put a radical house rs on defense   call out rs eg sen scott for extreme dangerous war advocate china statement ,['negative'],,,,
PrincessOfSummr,"{'followers_count': 832, 'following_count': 228, 'tweet_count': 56337, 'listed_count': 7}",US,"@katieporteroc @Beachbaby5473 God bless you!!  I'm on SSI, cannot work, am home bound because of a Republican judge that got scared and said I couldn't leave my home in a court order.  I rely on SSI.  I am a sexagenarian, not some freeloader.  If they cut it we all suffer.  Thank you for being on our side.",2023-02-03 20:53:31+00:00,90496,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",TRUE,   god bless you   I be on ssi can not work be home bind because of a republican judge that get scared and say I could not leave my home in a court order   I rely on ssi   I be a sexagenarian not some freeloader   if they cut it we all suffer   thank you for be on our side ,['positive'],,,,
RoryCWilliamson,"{'followers_count': 92, 'following_count': 403, 'tweet_count': 4844, 'listed_count': 1}",,@FerfeLaBat Because they don't want Republicans stealing their tricks,2023-02-03 20:53:31+00:00,31360,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 1}",TRUE,  because they do not want republican steal their trick ,['negative'],,,,
jbowen2023,"{'followers_count': 50, 'following_count': 112, 'tweet_count': 433, 'listed_count': 0}",,So weird how suddenly Republicans want war when it comes to China.,2023-02-03 20:53:29+00:00,75456,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 1}",TRUE,so weird how suddenly republicans want war when it come to china ,['negative'],,,,
Brian41675744,"{'followers_count': 20, 'following_count': 12, 'tweet_count': 6785, 'listed_count': 0}",,@laurenboebert MAGA Republicans are disgusting. https://t.co/KBXrJhKWjQ,2023-02-03 20:53:27+00:00,26433,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 1}",TRUE,  maga republicans be disgusting ,['negative'],,,,
debbshock,"{'followers_count': 2973, 'following_count': 4998, 'tweet_count': 43527, 'listed_count': 10}",,@TonyHussein4 Because Republicans don’t want the truth to come out which will also result in their complicity in Trumps insurrection being exposed,2023-02-03 20:53:27+00:00,71714,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 3}",TRUE,  because republicans do not want the truth to come out which will also result in their complicity in trumps insurrection be expose ,['positive'],,,,
Sandra22507079,"{'followers_count': 22, 'following_count': 176, 'tweet_count': 7873, 'listed_count': 0}",,@BeverlyFolkers @GarryConner6 @BartStewart1 those damn Republicans will do anything to steal a dollar,2023-02-03 20:53:26+00:00,42369,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 1}",TRUE,    those damn republicans will do anything to steal a dollar ,['negative'],,,,
CT3_Anonymous,"{'followers_count': 167, 'following_count': 246, 'tweet_count': 9853, 'listed_count': 3}",,@RepJayapal Pick one Republican on the immigration reform committee and create a plan.,2023-02-03 20:53:25+00:00,7968,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 1}",TRUE,  pick one republican on the immigration reform committee and create a plan ,['positive'],,,,
Zelmo999,"{'followers_count': 213, 'following_count': 55, 'tweet_count': 19157, 'listed_count': 0}",California,@PupperMumAgain @ChrisMurphyCT I'm not republican you just don't understand history or money lol,2023-02-03 20:53:25+00:00,80736,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 1}",TRUE,   I be not republican you just do not understand history or money lol ,['positive'],,,,
JoeKellyCO,"{'followers_count': 7, 'following_count': 98, 'tweet_count': 212, 'listed_count': 0}",,@words_matter18 @NoPropagand @IndikoNamadeus @FreeRent4U @Trump716 Run for office as a Republican in the S.E. during Reconstruction and they'd shoot at you.,2023-02-03 20:53:24+00:00,89376,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 1}",TRUE,      run for office as a republican in the se during reconstruction and they would shoot at you ,['negative'],,,,
pepmontenegro1,"{'followers_count': 4, 'following_count': 34, 'tweet_count': 98, 'listed_count': 0}",US,"@AdamKinzinger @RepMTG China likely laughing at real time video of republicans in their back yard shooting small arms at something 10 miles above them.   Going to be a boom for the roof repair industry coming up ""It started leaking right after that China balloon came over. """,2023-02-03 20:53:24+00:00,62912,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 4}",TRUE,   china likely laugh at real time video of republicans in their back yard shoot small arm at something   mile above they    go to be a boom for the roof repair industry come up it start leak right after that china balloon come over ,['positive'],,,,
Dixie202021,"{'followers_count': 13744, 'following_count': 8898, 'tweet_count': 249417, 'listed_count': 2}",,"@Apardojr96 @MayraFlores2022 So, according to your photos, every Republican as white, male and racist. That is incorrect Vato!🤨",2023-02-03 20:53:23+00:00,75749,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",TRUE,   so accord to your photo every republican as white male and racist that be incorrect vato ,['negative'],,,,
vicky8651,"{'followers_count': 1516, 'following_count': 1902, 'tweet_count': 178393, 'listed_count': 1}",,@LiberalResist Shoot first ask questions later? Typical Republican move.,2023-02-03 20:53:23+00:00,73510,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",TRUE,  shoot first ask question later typical republican move ,['negative'],,,,
Ja_badabing,"{'followers_count': 1896, 'following_count': 5006, 'tweet_count': 22416, 'listed_count': 1}",,"Read ""2 House Republicans caught saying Ilhan Omar removal was the ‘stupidest vote in world’ before begging reporters to not tell GOP leadership what they said"" on SmartNews: https://t.co/7NVns6499p",2023-02-03 20:53:22+00:00,24737,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",TRUE,read   house republicans catch say ilhan omar removal be the stupid vote in world before beg reporter to not tell gop leadership what they say on smartnew ,['negative'],,,,
KnoiseOfKnowing,"{'followers_count': 44, 'following_count': 413, 'tweet_count': 8476, 'listed_count': 1}",,@Jim_Jordan The only thing chilling is the communist nazi sympathizers within the Republican party!,2023-02-03 20:53:22+00:00,73985,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 1}",TRUE,  the only thing chill be the communist nazi sympathizer within the republican party ,['negative'],,,,
golikehellmachi,"{'followers_count': 9090, 'following_count': 1693, 'tweet_count': 83472, 'listed_count': 52}",,@MSignorile @MollyJongFast Republicans have nothing to run on but made up culture wars.,2023-02-03 20:53:22+00:00,2083,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 1}",TRUE,   republican have nothing to run on but make up culture war ,['negative'],,,,
STUinSD,"{'followers_count': 29421, 'following_count': 3294, 'tweet_count': 162371, 'listed_count': 161}",,more like dickweed republican if you ask me,2023-02-03 20:53:22+00:00,42656,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 5, 'quote_count': 0, 'impression_count': 31}",TRUE,more like dickweed republican if you ask I ,['positive'],,,,
epfeffin,"{'followers_count': 2181, 'following_count': 2508, 'tweet_count': 12908, 'listed_count': 39}",Ohio,"11. The reality, of course was that inflation continued to hover at a near four-decade high, but the legacy media let Biden slide on his blatant lie. Had Biden been a Republican, the catcalls from the media would have been deafening.",2023-02-03 20:53:22+00:00,46081,en,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 0, 'quote_count': 0, 'impression_count': 21}",TRUE,  the reality of course be that inflation continue to hover at a near fourdecade high but the legacy medium let biden slide on his blatant lie have biden be a republican the catcall from the medium would have be deafen ,['negative'],,,,
